"z000001a","t","wave","year","cohort","sex","yob","hle","pinc","hhinc","marstat","z000002a","jczf001a","jczf002a","jczf003a","jczf004a","jczf005a","jczf006a","jczf007a","jazc039a","jczq009a","jczf030a","jczf031a","jczf032a","jczf033a","jczf034a","jczf035a","jczf036a","jczf037a","jczf038a","jczf039a","jczj074a","jczj075a","jczj079a","jcdu080a","jcdu081a","jcdu082a","jcct087a"
524215801,59,"jc",2022,1,"2",1976,"4",5,5,"2","ZA5665","2","1","2","2","2","1","4","98","4","1","0","0","0","0","0","1","1","0","0","3","3","5","3","2","1","2"
653184103,59,"jc",2022,2,"1",1967,"2",97,4,"2","ZA5665","1","1","1","2","3","5","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","2","2","1","2"
964944903,59,"jc",2022,1,"1",1981,"7",14,7,"1","ZA5665","2","2","2","4","4","3","1","5","4","0","1","0","1","0","0","1","0","0","0","4","3","4","1","2","2","2"
213222102,59,"jc",2022,1,"1",1943,"4",9,4,"2","ZA5665","1","1","1","1","4","5","5","2","4","0","0","0","0","0","0","0","0","0","0","3","3","5","2","2","1","2"
446155601,59,"jc",2022,2,"1",1948,"5",98,98,"2","ZA5665","1","1","1","1","3","3","3","1","5","1","0","1","0","0","0","0","0","0","0","3","3","4","2","1","1","2"
129365901,59,"jc",2022,1,"2",1952,"4",4,2,"4","ZA5665","1","1","1","1","4","2","97","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","3","2","2","2"
585546302,59,"jc",2022,1,"1",1972,"6",11,7,"2","ZA5665","1","1","1","5","5","4","1","98","4","1","0","1","0","0","0","1","0","0","1","2","2","2","4","98","1","3"
920166501,59,"jc",2022,1,"1",1965,"7",15,9,"2","ZA5665","1","1","4","1","3","2","2","3","4","0","0","0","0","0","0","1","0","0","0","2","3","5","3","2","1","2"
677868301,59,"jc",2022,1,"1",1968,"7",11,7,"2","ZA5665","2","1","1","1","2","4","3","1","4","0","0","0","0","0","0","0","0","0","0","3","3","3","1","3","2","1"
217464301,59,"jc",2022,1,"1",1965,"4",10,8,"2","ZA5665","2","4","1","1","4","4","2","1","4","0","0","0","0","0","0","1","0","0","0","4","4","2","2","1","1","2"
587415802,59,"jc",2022,2,"2",1976,"6",6,6,"2","ZA5665","1","1","2","2","2","2","3","2","5","1","0","1","0","0","0","1","0","1","0","3","4","4","2","2","1","2"
642663601,59,"jc",2022,1,"2",1966,"7",8,4,"4","ZA5665","1","4","4","1","4","1","2","1","4","0","0","0","0","0","0","1","0","0","0","2","3","2","3","2","2","98"
970859002,59,"jc",2022,4,"2",1968,"7",7,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940184204,59,"jc",2022,3,"2",1995,"7",2,98,"1","ZA5665","1","1","4","1","3","2","1","98","4","1","1","1","0","0","0","1","0","0","0","5","4","5","3","98","3","2"
665309701,59,"jc",2022,1,"2",1954,"6",11,7,"2","ZA5665","1","2","2","4","4","4","3","98","3","0","0","0","0","0","0","0","1","0","0","3","3","3","3","2","2","2"
355801103,59,"jc",2022,3,"2",1973,"5",13,9,"2","ZA5665","2","1","1","2","4","4","3","98","2","1","0","0","0","0","0","1","0","0","1","5","3","5","98","98","2","2"
182925301,59,"jc",2022,1,"1",1970,"5",98,98,"2","ZA5665","2","2","2","1","4","4","2","98","4","0","0","0","0","0","0","0","0","0","0","4","4","4","98","98","1","2"
441488602,59,"jc",2022,1,"2",1959,"7",5,5,"1","ZA5665","2","2","2","2","4","2","3","1","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","4","2"
277087202,59,"jc",2022,1,"2",1981,"7",14,6,"1","ZA5665","2","2","2","4","4","4","1",NA,"2","1","0","0","0","0","0","0","0","0","0","5","4","5","3","2","1","3"
214640501,59,"jc",2022,1,"1",1981,"5",14,7,"2","ZA5665","2","2","3","3","4","3","2","2","5","1","0","0","0","0","0","1","0","0","1","3","3","5","3","2","1","2"
366602004,59,"jc",2022,4,"1",1977,"7",8,3,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895161804,59,"jc",2022,1,"1",1958,"5",5,4,"2","ZA5665","1","1","1","1","2","4","4","1","3","1","0","0","0","0","0","0","0","1","1","3","3","3","2","2","1","3"
775697101,59,"jc",2022,1,"2",1982,"7",10,9,"2","ZA5665","2","1","1","3","4","2","2","5","3","1","0","1","0","0","0","1","1","0","0","4",NA,"5","2","1","1","2"
569787401,59,"jc",2022,3,"2",1970,"6",3,98,"1","ZA5665","2","1","1","3","2","2","4","4","3","0","0","0","0","0","0","0","0","0","0","3","3","4","2","3","4","1"
306624102,59,"jc",2022,2,"1",1966,"6",15,9,"2","ZA5665","2","1","1","3","3","4","3","1","3","0","0","0","0","0","0","1","1","0","1","2","3","3","3","2","1","2"
167679101,59,"jc",2022,1,"2",1951,"7",8,4,"4","ZA5665","1","1","1","2","4","1","2","5","5","1","0","0","0","0","0","1","0","0","0","2","3","3","2","3","1","2"
967416301,59,"jc",2022,1,"2",1980,"7",10,9,"2","ZA5665","2","1","1","4","4","2","1","5","5","0","0","1","0","0","0","1","1","0","0","5","3","4","1","2","1","3"
822970601,59,"jc",2022,4,"2",1995,"7",2,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651415504,59,"jc",2022,3,"2",1956,"5",5,2,"5","ZA5665","1","4","4","2","5","3","1","2","4","0","0","0","0","0","0","1","1","0","0","1","3","4","2","1","1","2"
196635101,59,"jc",2022,1,"2",1947,"4",3,4,"2","ZA5665","1","1","1","1","4","1","97","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","3","3","3","1","3"
650153402,59,"jc",2022,2,"1",1958,"4",13,6,"2","ZA5665","1","1","1","1","2","4","3","5","4","0","0","0","0","0","0","0","0","0","0","4","4","4","2","2","1","2"
231153801,59,"jc",2022,4,"2",1970,"5",14,6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699784602,59,"jc",2022,1,"2",1960,"5",9,4,"4","ZA5665","2","1","1","4","4","2","4","1","4","0","0","0","0","0","0","0","0","0","0","4","3","3","3","98","3","3"
830305003,59,"jc",2022,3,"2",1981,"7",9,7,"1","ZA5665","2","3","3","3","4","1","1","2","3","0","0","0","0","0","0","1","1","0","0","4","3","3","3","3","3","3"
468689901,59,"jc",2022,1,"2",1989,"4",8,7,"1","ZA5665","4","1","2","2","2","2","6","98","3","1","0","0","1","0","0","1","0","0","0",NA,NA,NA,"3","2","2","4"
166889902,59,"jc",2022,3,"1",1995,"7",97,98,"1","ZA5665","1","1","1","3","4","4","1","2","4","1","0","1","0","0","0","1","0","0","1","4","3","3","2","1","1","3"
823787602,59,"jc",2022,2,"1",1943,"7",4,5,"2","ZA5665","1","4","4","1","5","4","5","98","4","0","0","1","0","0","0","0","0","0","0","5","4","5","3","2","1","2"
559216902,59,"jc",2022,2,"2",1943,"7",11,6,"2","ZA5665","1","1","1","1","1","3","5","3","5","0","0","0","1","0","1","0","0","0","0","4","4","4","2","2","1","3"
545283201,59,"jc",2022,1,"2",1972,"6",2,5,"1","ZA5665","1","4","2","1","1","1","2","1","5","1","0","1","0","0","0","0","0","0","0","2","3","4","2","2","2","3"
422391003,59,"jc",2022,2,"2",1975,"5",8,3,"4","ZA5665","1","2","2","4","4","4","1","4","3","1","0","1","0","0","0","1","0","0","0","3","3","4","3","2","1","3"
112567502,59,"jc",2022,2,"2",1951,"5",6,4,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589117903,59,"jc",2022,1,"2",1959,"7",9,9,"4","ZA5665","1","1","1","1","5","2","1","1","4","0","0","0","0","0","0","1","0","0","0","4","3","5","2","2","1","2"
653135402,59,"jc",2022,2,"2",1975,"7",14,9,"2","ZA5665","4","1","1","1","3","1","3","2","4","1","0","1","1","0","1","0","0","0","0","3","3","4","2","3","1","2"
975094001,59,"jc",2022,1,"1",1983,"5",13,8,"2","ZA5665","1","1","5","4","4","4","2","1","4","0","0","0","0","0","0","0","0","0","0","3","3","3","4","98","3","3"
284645601,59,"jc",2022,2,"1",1943,"5",10,6,"4","ZA5665","1","2","2","5","4","3","4","3","3","0","0","0","0","0","0","0","0","0","0","3","4","3","4","3","2","3"
787597503,59,"jc",2022,3,"1",1963,"5",10,4,"4","ZA5665","1","5","5","5","4","4","1","98","5","0","0","0","0","0","0","1","0","0","0","4","3","3","1","2","1","2"
616399501,59,"jc",2022,3,"1",1984,"5",12,6,"2","ZA5665","1","1","1","1","3","4","2","1","3","1","1","1","0","0","0","1","0","0","0","2","3","2","3","2","1","2"
142936202,59,"jc",2022,1,"1",1960,"5",15,9,"2","ZA5665",NA,NA,NA,NA,NA,NA,NA,NA,"5","1","0","1","0","0","0","1","0","0","0","3","3","3","2","2","2","1"
948327501,59,"jc",2022,1,"2",1968,"4",5,2,"1","ZA5665","1","2","2","1","4","5","2","3","4","0","0","0","0","0","0","0","0","0","0","3","3","3","2","2","1","3"
534759103,59,"jc",2022,1,"1",1955,"7",8,5,"2","ZA5665","2","1",NA,"2","2","2","3","5","3","0","0","0","0","0","0","0","0","0","0","3","3","4","3","3","98","3"
360770501,59,"jc",2022,1,"2",1964,"5",6,98,"2","ZA5665","1","1","2","5","3","1","4",NA,"4","0","0","0","0","0","0","0","0","0","0","3","3","3","98","3","98","98"
339857501,59,"jc",2022,1,"2",1963,"7",8,8,"2","ZA5665","1","1","1","1","4","4","1","4","4","1","0","0","0","0","0","1","0","0","0","2","2","2","3","2","1","4"
933807103,59,"jc",2022,2,"2",1944,"5",5,4,"2","ZA5665","1","2","1","1","3","2","6",NA,"3","0","0","0","0","0","0","1","0","0","0","3","3","4","3","2","2","2"
122784601,59,"jc",2022,1,"1",1979,"7",11,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572291104,59,"jc",2022,3,"1",1955,"5",3,3,"2","ZA5665","1","1","1","5","5","5","97","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4","3","4","3"
558156904,59,"jc",2022,3,"1",1950,"6",6,7,"2","ZA5665","2","2","3","1","5","4","3","1","4","1","1","0","0","0","0","1","0","0","0","3","3","3","4","98","98","3"
151848903,59,"jc",2022,2,"2",1951,"5",5,5,"2","ZA5665","1","2","2","1","5","4","1","4","4","0","0","0","0","0","0","0","0","0","0","4","3","4","2","1","1","2"
248382001,59,"jc",2022,1,"2",1953,"4",7,5,"2","ZA5665","1","2","1","1","3","4","3","1","5","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","2","2"
274220303,59,"jc",2022,1,"2",1975,"6",2,6,"2","ZA5665","1","1","3","2","3","3","2","5","5","0","0","0","0","0","0","1","0","0","0","5","3","4","3","98","1","2"
202676704,59,"jc",2022,1,"2",1953,"7",7,7,"2","ZA5665","1","5","4","1","4","1","2","1","5","1","0","1","0","0","0","0","0","0","0","3","3","4","2","3","2","2"
135599501,59,"jc",2022,3,"1",1973,"7",12,7,"2","ZA5665","2","1","5","5","5","1","2","7","4","0","0","0","0","0","0","0","0","0","0","3","3","5","4","3","4","2"
944149802,59,"jc",2022,1,"1",1953,"7",3,6,"2","ZA5665","2","2","1","1","4","5","2","1","4","0","0","0","0","0","0","0","0","0","0","4","4","1","3","2","2","2"
710466902,59,"jc",2022,2,"1",1953,"5",12,5,"5","ZA5665","1","1","1","1","3","5","4","2","5","1","0","0","0","0","0","1","0","0","0","4","4","4","2","2","1","98"
164251001,59,"jc",2022,1,"2",1975,"5",97,98,"2","ZA5665","1","1","1","4","3","2","1","98","3","0","0","0","0","0","0","0","0","0","0","1","1","1","4","3","3","4"
188419803,59,"jc",2022,1,"1",1994,"7",11,6,"1","ZA5665","2","3","4","1","5","5","3","98","3","0","0","0","0","0","0","0","0","0","0","3","3","3","4","3","2","3"
198040101,59,"jc",2022,1,"1",1971,"7",11,5,"2","ZA5665","1","1","1","3","4","2","1","98","5","1","0","1","0","0","0","0","0","0","0","3","3","3","3","2","1","2"
169842203,59,"jc",2022,1,"1",1952,"4",13,6,"2","ZA5665","1","1","1","1","2","5","3","4","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","2"
375519601,59,"jc",2022,1,"1",1961,"7",11,7,"2","ZA5665","2","1","2","5","4","2","1","98","4","0","0","0","0","0","0","0","0","0","0","3","3","4","3","98","1","2"
731151301,59,"jc",2022,1,"2",1964,"5",10,3,"4","ZA5665","5","1",NA,"5","4","4","3","2","5","0","0","1","0","0","0","0","0","0","0","3","3","4","2","98","98","2"
834931103,59,"jc",2022,1,"2",1955,"4",2,1,"2","ZA5665","1","5","1","1","5","4","3","2","5","0","0","0","0","0","0","1","1","0","0","3","4","3","2","3","2","4"
396232304,59,"jc",2022,3,"1",1959,"5",3,98,"2","ZA5665","2","2","2","2","4","4","2","2","4","0","1","0","0","0","0","0","0","0","0","4","3","5","3","98","98","98"
581067601,59,"jc",2022,1,"2",1960,"5",8,3,"4","ZA5665","4","1","1","5","4","5","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","4","98","3","3"
694412101,59,"jc",2022,1,"1",1981,"7",13,9,"2","ZA5665","2","1","2","4","4","3","1","5","3","0","0","0","0","0","0","1","0","0","0","3","3","4","1","1","1","2"
625568202,59,"jc",2022,4,"1",1986,"7",12,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525907901,59,"jc",2022,1,"1",1953,"4",6,2,"4","ZA5665","1","4","2","2","4","4","4","6","2","0","0","0","0","0","0","1","0","0","1","1","1","2","4","3","4","3"
948142404,59,"jc",2022,1,"2",1945,"5",11,98,"5","ZA5665","1","4","1","1","2","3","4","2","5","0","0","0","0","0","0","0","0","0","0","5","4","5","2","2","1","2"
441488602,59,"jc",2022,1,"2",1990,"7",7,6,"2","ZA5665","1","1","5","5","5","4","1","98","4","0","1","0","0","0","0","1","0","0","0","4","3","3","1","2","2","3"
668794602,59,"jc",2022,3,"2",1978,"7",6,7,"4","ZA5665","2","3","4","5","4","3","1","98","5","1","0","0","0","0","0","1","1","0","0","4","4","5","4","98","98","98"
536621804,59,"jc",2022,2,"1",1956,"5",11,7,"2","ZA5665","1","4","2","3","4","3","1","2","4","0","0","0","0","0","0","1","0","0","0","4","4","4","3","1","1","2"
437246902,59,"jc",2022,1,"2",1961,"5",3,3,"4","ZA5665","1","1","1","2","2","3","4","98","3","1","0","0","0","0","0","0","0","0","0","3","3","4","98","98","98","3"
997267904,59,"jc",2022,3,"1",1985,"7",15,9,"2","ZA5665","4","3","3","1","5","5","2","4","4","1","0","0","0","0","0","1","1","0","0","4","3","4","2","1","1","2"
681214201,59,"jc",2022,1,"1",1954,"4",9,5,"2","ZA5665","1","3","1","4","5","5","1","98","4","0","0","0","0","0","0","1","0","0","0","3","3","3","3","98","1","2"
478082301,59,"jc",2022,1,"1",1971,"7",14,8,"2","ZA5665","1","1","1","1","2","5","1","1","3","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","2"
846424101,59,"jc",2022,1,"1",1962,"7",3,9,"1","ZA5665","1","1","1","4","4","5","1","98","4","1","0","0","0","0","0","0","0","0","0","2","2","1","4","2","3","4"
344278601,59,"jc",2022,2,"2",1969,"5",98,98,"2","ZA5665","1","1","1","4","3","4","1","1","3","1","0","0","0","0","0","1","1","0","0","3","3","3","3","2","1","3"
629552301,59,"jc",2022,1,"1",1970,"7",9,4,"5",NA,NA,"1","1","2","2","2","2",NA,NA,"1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
111684802,59,"jc",2022,4,"1",1965,"7",13,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848751503,59,"jc",2022,3,"2",1971,"5",4,4,"5","ZA5665","1","1","1","4","4","2","3","98","3","0","0","0","0","0","0","1","0","0","0","3","2","3","98","98","2","98"
346684101,59,"jc",2022,1,"1",1952,"6",10,4,"2","ZA5665","4","3","1","1","2","2","1","5","4","1","0","0","0","0","0","1","0","0","0","3","4","5","2","2","1","1"
625704104,59,"jc",2022,4,"2",1960,"7",13,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913934002,59,"jc",2022,4,"1",1963,"7",11,6,"4",NA,NA,"2","1","1","2","1","2",NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
574750901,59,"jc",2022,1,"1",1968,"6",5,98,"1","ZA5665","2","4","1","3","4","4","3","98","4","0","0","0","0","0","0","1","0","0","0","3","3","2","3","3","98","2"
389962703,59,"jc",2022,4,"2",1965,"7",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845280301,59,"jc",2022,1,"2",1943,"4",12,2,"5","ZA5665","1","5","1","1","2","4","97","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","1","98","98","1","3"
386764702,59,"jc",2022,2,"2",1943,"5",13,7,"5","ZA5665","1","1","1","1","2","4","2","1","5","0","0","0","0","0","0","0","0","0","0","4","4","4","3","3","1","2"
181754401,59,"jc",2022,1,"2",1945,"6",11,5,"5","ZA5665","1","1","1","4","4","4","4","3","3","1","0","0","0","0","0","0","0","0","0","4","4","4","2","2","1","2"
709829801,59,"jc",2022,1,"2",1961,"6",9,5,"2","ZA5665","1","2","2","5","3","2","2","2","3","0","0","0","0","0","0","1","0","0","0","4","4","5","2","2","1","2"
180901003,59,"jc",2022,1,"1",1953,"5",98,98,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703665701,59,"jc",2022,1,"1",1961,"5",13,8,"2","ZA5665","1","3","4","1","2","5","1","5","2","0","0","0","0","0","0","1","0","0","1","3","3","3","2","3","2","2"
596896503,59,"jc",2022,3,"1",1990,"7",10,4,"1","ZA5665","5","3","1","4","4","5","2","5","5","0","0","0","0","0","0","1","0","0","0","4","3","3","2","2","1","3"
417977004,59,"jc",2022,4,"1",1950,"7",4,3,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198031201,59,"jc",2022,1,"1",1977,"5",12,7,"1","ZA5665","2","1","1","1","4","4","1","1","4","1","0","1","0","0","0","1","0","1","0","3","2","2","2","2","2","3"
346207002,59,"jc",2022,2,"1",1944,"5",10,6,"2","ZA5665","1","1","1","1","2","1","4","1","4","0","0","0","0","0","0","0","0","0","0","3","3","3","2","3","3","2"
885281204,59,"jc",2022,4,"2",1968,"5",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875945703,59,"jc",2022,2,"1",1943,"6",8,4,"2","ZA5665","1","2","1","1","5","4","4","98","4","0","0","0","0","0","0","0","0","0","0","3","3","3","2","98","2","2"
427094601,59,"jc",2022,2,"1",1959,"5",3,98,"2","ZA5665","4","2","2","2","5","4","4","98","4","1","0","0","0","0","0","1","0","0","0","3","3","2","98","98","2","3"
412301901,59,"jc",2022,1,"2",1973,"2",2,1,"2","ZA5665","4","1","2","3","4","4","1","98","5","1","0","0","0","0","0","1","0","0","1","5","5","5","4","3","4","4"
337409501,59,"jc",2022,1,"2",1959,"5",10,7,"3","ZA5665","1","1","1","1","4","1","2","1","4","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","3"
654464601,59,"jc",2022,1,"2",1975,"5",11,8,"2","ZA5665","1","1","1","2","3","1","1","2","4","0","0","1","0","0","0","0","0","0","0","3","3","4","1","2","2","2"
949089402,59,"jc",2022,2,"2",1995,"7",2,4,"1","ZA5665","1","1","5","3","4","2","1","5","4","1","1","1","1","0","0","1","0","0","0","3","4","4","2","1","1","4"
222098504,59,"jc",2022,3,"2",1995,"7",10,5,"1","ZA5665","1","1","2","4","4","4","1",NA,"3","1","0","1","1","0","0","1","1","0","0","3","3","2","2","98","98","3"
113691103,59,"jc",2022,2,"1",1955,"7",13,6,"3","ZA5665","2","2","1","1","2","2","2","3","2","1","0","0","0","0","0","0","0","0","0","3","3","3","2","3","3","2"
957087802,59,"jc",2022,1,"2",1968,"4",13,4,"2","ZA5665","2","2","1","2","3","4","97","98","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4","2","1","2"
168656002,59,"jc",2022,1,"1",1959,"7",12,6,"2","ZA5665","1","1","1","1","4","4","3","1","4","0","0","0","0","0","0","1","0","0","0","4","4","5","2","2","1","2"
380663302,59,"jc",2022,2,"1",1956,"7",98,98,"2","ZA5665","3","3","4","2","2","2","2","6","4","0","0","0","0","0","0","0","0","0","0","3","1","1","4","3","4","4"
195779602,59,"jc",2022,4,"1",1966,"6",14,9,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142285201,59,"jc",2022,1,"1",1973,"5",15,9,"2","ZA5665","1","2","1","2","4","4","3","6","4","1","0","0","0","0","0","1","0","0","0","3","3","2","4","3","4","3"
543426003,59,"jc",2022,2,"2",1954,"6",6,5,"2","ZA5665","1","2","2","5","3","4","3","2","4","0","0","0","0","0","1","0","1","0","0","4","5","5","3","2","1","2"
245251104,59,"jc",2022,4,"1",1987,"5",11,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339037201,59,"jc",2022,3,"1",1972,"6",11,6,"2","ZA5665","2","1","1","5","5","4","2","7","3","1","0","1","0","0","0","1","0","1","0","4","4","5","2","1","1","2"
953313301,59,"jc",2022,4,"2",1962,"7",8,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454786701,59,"jc",2022,2,"2",1989,"7",6,6,"1","ZA5665","1","1","3","5","3","1","1","5","4","1","0","0","0","0","0","1","0","0","0","4","3","5","2","1","1","2"
189843402,59,"jc",2022,3,"2",1961,"5",3,1,"4","ZA5665","1","2","1","1","4","5","3","1","4","0","0","0","0","0","0","0","0","1","0","3","3","4","3","2","1","2"
402115504,59,"jc",2022,4,"2",1992,"7",2,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607280901,59,"jc",2022,1,"1",1967,"7",5,2,"4","ZA5665","1","3","1","1","5","5","3","4","3","0","0","0","1","0","1","1","0","0","0","4","3","5","3","1","2","98"
855251601,59,"jc",2022,2,"1",1951,"5",14,9,"2","ZA5665","1","2","1","1","2","4","2","2","4","1","0","0","0","0","0","1","0","0","0","3","4","4","2","2","2","2"
348300701,59,"jc",2022,1,"1",1977,"6",10,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999822103,59,"jc",2022,2,"2",1955,"7",8,8,"2",NA,NA,"4","2","1","4","4","3",NA,NA,"0","0","0","0","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA
280132704,59,"jc",2022,4,"1",1990,"7",12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926289401,59,"jc",2022,1,"1",1948,"6",13,8,"2","ZA5665","1","1","2","1","5","4","3","5","5","0","0","0","0","0","0","0","0","0","0","4","4","5","2","2","1","2"
169842203,59,"jc",2022,1,"1",1961,"5",7,5,"2","ZA5665","1","2","1","2","4","2","1","98","4","1","1","1","1","0","0","1","0","0","0","4","4","4","3","2","2","2"
298660601,59,"jc",2022,4,"2",1959,"5",10,5,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413591702,59,"jc",2022,4,"2",1995,"7",6,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145859503,59,"jc",2022,1,"2",1954,"5",6,2,"1","ZA5665","1","2","4","4","4","3","97","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","2","2","1","2"
708448801,59,"jc",2022,4,"2",1995,"7",6,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618803103,59,"jc",2022,4,"2",1967,"6",5,3,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993433802,59,"jc",2022,4,"1",1995,"7",10,8,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468709101,59,"jc",2022,1,"1",1967,"1",7,4,"2","ZA5665","2","2","2","1","4","2","3","98","4","0","0","0","0","0","0","1","0","0","0","3","3","4","3","98","98","3"
830764601,59,"jc",2022,1,"1",1943,"4",9,2,"2","ZA5665","1","1","1",NA,"2","4","3","2","4","1","0","1","0","0","0","1","0","1","0","3","3","4","2","2","1","3"
255988503,59,"jc",2022,3,"1",1943,"4",6,3,"2","ZA5665","1","1","1","2","3","4","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","1","2","2","1","2"
803019101,59,"jc",2022,1,"1",1962,"6",15,9,"2","ZA5665","1","1","1","4","3","2","1","4","3","1","0","1","0","0","0","1","0","0","1","2","2","2","3","98","2","3"
515421601,59,"jc",2022,4,"2",1950,"5",6,3,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279206101,59,"jc",2022,2,"2",1960,"5",5,4,"2","ZA5665","2","2","2","2","3","4","4","6","4","0","0","0","0","0","0","0","0","0","0","3","2","2","4","3","3","3"
479779302,59,"jc",2022,2,"1",1951,"5",12,7,"2","ZA5665","1","1","1","1","4","4","3","1","4","1","1","0","0","0","0","0","0","0","0","4","3","2","3","2","1","2"
789984801,59,"jc",2022,1,"1",1955,"5",12,7,"2","ZA5665","1","1","1","5","4","4","2","98","3","0","0","0","0","0","0","1","0","0","0","2","2","2","4","3","2","3"
